"revista","año","numeros","titulos","resumenes"
"EconomiaUNAM",2016,"13-37","La reciente reforma financiera en México: Transformaciones y perspectivas.","En este trabajo se analizan los cambios ocurridos en el sector financiero en México, desde el año 2004 y hasta la fecha. Los antecedentes de la reforma financiera promulgada en enero de 2014, se encuentran de forma inmediata entre los años 2004 y 2012, en los que se observó la renovación de la legislación en la materia, la transformación en la estructura del sector financiero, mayor dinamismo en los flujos de capital, la introducción de nuevos instrumentos de inversión y la adopción de nuevas prácticas y reglas de operación en semejanza con el contexto internacional. El marco regulatorio de los años 2004-2012, que puede considerarse una primera etapa de la reforma reciente, fue resultado de un doble escenario: la tendencia de muchos gobiernos de optar por la apertura y la flexibilidad de los mercados, y por otra parte, el reconocimiento de la necesidad de medidas prudenciales para aminorar los riesgos financieros y su impactos negativos sobre la actividad económica."
"EconomiaUNAM",2015,"12-36","¿Por qué cae la participación de los salarios en el ingreso total en México?","Este artículo analiza la evolución de la participación de los salarios en el ingreso total en México en el periodo 2003-2013 distinguiendo entre los sectores productores de bienes comerciables y aquellos productores de no comerciables. La principal tendencia característica del periodo es que el descenso de la participación de los salarios en el ingreso total es atribuible a la aguda caída observada en el sector de comerciables, en particular en la industria manufacturera, y no al comportamiento observado en el sector de no comerciables donde la participación de los salarios se mantiene aproximadamente constante. Este contraste es atribuido a los distintos mecanismos de formación de precios en los dos sectores junto con la evolución contrastante de la productividad del trabajo (que crece rápidamente en los sectores de comerciables y se estanca, con pocas excepciones, en los de no comerciables). El trabajo aborda también la paradoja de por qué el aumento de la rentabilidad del sector de comerciables no se traducido en mayores tasas de acumulación de capital y crecimiento de este sector, fenómeno que se explica por la evolución de los costos laborales unitarios que, a pesar de su caída en términos absolutos en la industria manufacturera, no se han reducido significativamente en términos relativos frente a Estados Unidos debido a una caída aun mayor de la participación de los salarios en la industria manufacturera de ese país."
"EconomiaUNAM",2015,"12-36","La situación económica de la Argentina","Argentina aplica un modelo de desarrollo económico con inclusión social y en doce años se han mejorado sensiblemente los principales indicadores económicos, como resultados de 31 acciones de gobierno aplicados de 2003 a la fecha. En la raíz de la actual crisis global destacan tres problemas básicos: cómo desbaratar la hegemonía del sector financiero globalizado y de sus agentes locales; cómo restablecer la potestad soberana del Estado para cumplir con su rol histórico de impulsar un desarrollo incluyente y sostenible; y cómo redistribuir la riqueza, el conocimiento para dar sustento económico, político y social a ese proceso. Se advierte que las conquistas obtenidas hacen muy difícil un retroceso; pero aun cuando así fuera, la política económica neoliberal no podrá exhibirse más como la única posible."
"EconomiaUNAM",2015,"12-36","La Economía del Desarrollo rebaja sus ambiciones: las experimentaciones por asignación aleatoria de Duflo","Este artículo presenta y analiza el auge notable en la Economía del Desarrollo de la metodología de las experiencias controladas aleatorias tanto como instrumento de prueba y útil de evaluación de las políticas gubernamentales. Particularmente se analizan los trabajos de Esther Duflo y del Jameel Poverty Action Lab (j-pal) del Massachusetts Institute of Technology (MIT). Dicha metodología, aplicada por este laboratorio de “lucha contra la pobreza”, consiste en realizar experimentos para evaluar los programas de acción en favor del desarrollo. Se seleccionan aleatoriamente grupos de poblaciones que participarán en el programa evaluado, de tal suerte que el grupo de poblaciones tratadas sea estadísticamente similar al grupo de poblaciones no tratadas. La diferencia de las medias observadas en cada uno de los grupos es entonces interpretada como el efecto causal promedio de la intervención. Aunque dicha metodología tiene el mérito de reintroducir lo concreto en el análisis del desarrollo (salud, educación, corrupción, microcrédito…) que se había perdido con el triunfo de las teorías del equilibrio general, rebaja las ambiciones de la Economía del Desarrollo. Negando toda validez a los enfoques macroeconómicos, Duflo aboga por una evaluación rigurosa de las políticas públicas con objeto de promover pequeñas mejoras esperando que a cierto plazo tengan un efecto cumulativo."
"EconomiaUNAM",2015,"12-36","Grecia 2015. Una crónica","Entre enero y agosto de 2015 Grecia y la Unión Europea han experimentado un singular proceso durante el que se ha visto cómo un partido que llega al gobierno al amparo de una oferta que rechaza la política económica anterior, a la que imputa la grave situación de retroceso económico, desempleo y crisis generalizada, es inducido, o forzado, a olvidar, en lo fundamental, su planteamiento original. Grecia, con una crisis de más de diez años, nunca como ahora había recibido la presión de sus socios europeos y de la Zona Euro para que se ciña a los criterios prevalecientes, lo que implica una evidente participación de Europa en los procesos electorales griegos. Concluye con algunas reflexiones en torno a la fragilidad del euro y de la integración europea y no porque aquél o ésta hubieren llegado demasiado lejos, sino, al contrario, porque uno y otra se han quedado cortos."
"EconomiaUNAM",2015,"12-36","Capitalismo actual, crisis y cambio geopolítico global","En este artículo se esboza una visión unitaria de los principales problemas actuales desde una perspectiva histórica e interdisciplinaria, en la que se explican los rasgos fundamentales del nuevo capitalismo desde el advenimiento de la revolución informática, la globalización y el neoliberalismo, hasta la crisis internacional del 2008, la declinación de Estados Unidos y su crisis de Hegemonía. A partir de estas condiciones internacionales, se analiza la conformación de un nuevo orden mundial multipolar, constituido por dos grandes bloques de países: Los países bajo el predominio del neoliberalismo y los países muy diferentes entre sí opuestos al neoliberalismo. En este segundo bloque de países antineoliberales, se conjugan dos vías distintas de desarrollo, que no solo diferencian a naciones, sino que atraviesan las relaciones sociales y culturales de clases, grupos sociales y fuerzas político-sociales internas a cada localidad, nación o regiones multinacionales. Finalmente, se concluye que la construcción de un nuevo orden mundial multipolar, posibilitará nuevas vías de desarrollo populares y democráticas a partir de la acumulación histórica de fuerzas en la lucha común de hoy contra el neoliberalismo."
"EconomiaUNAM",2015,"12-36","El salario mínimo y el empleo: Evidencia internacional y posibles impactos para el caso mexicano","En este artículo se realiza una revisión de la literatura empírica internacional sobre el salario mínimo así como una estimación de posibles impactos en precios de un incremento del mismo en México. En cuanto a las investigaciones previas, la evidencia más contundente apunta a que cuando el incremento del salario mínimo es “modesto” y se tiene un nivel bajo de antemano los efectos de incrementar el salario mínimo en empleo son nulos. La literatura ha encontrado que parte del efecto del salario mínimo se traslada a precios, pero también a mejoras de eficiencia dentro de cada empresa. Bajo ciertos supuestos, aumentar el salario mínimo 51% tiene un efecto de hasta 3% en precios, mejora ingresos salariales reales para trabajadores de bajos ingresos de 8% y una disminución de pobreza laboral de 4%. El impacto en precios es menor si el incremento del salario mínimo no afecta a trabajadores con menos de un salario mínimo o menos trabajadores en el sector informal."
"EconomiaUNAM",2015,"12-35","Las ciudades latinoamericanas en la economía mundial: la geografía de centralidad económica y sus transformaciones recientes","En este artículo se analiza la posición de América Latina en la economía mundial y como ha cambiado en el transcurso del crisis de 2008/2009. Yendo más allá de los rankings habituales del pib, se hará énfasis en la geografía de la centralidad económica. Se conceptualiza centros económicos como ciudades que concentran las actividades económicas relativamente monopolizadas. Una manifestación particular de core-ness económico son las ciudades globales. En el artículo se analizan datos sobre la localización de las empresas más grandes del mundo (Forbes Global 2000), el valor añadido bruto en los servicios al productor en 126 ciudades en todo el mundo, y la ‘Global Network Connectivity’ (gnc) de las ciudades globales calculado por GaWC (Globalization and World City Study Group). Los resultados muestran, primero, que en cuanto al poder económico formal, las ciudades latinoamericanas quedan marginales, aunque lograron mejorar su posición en el curso de la reciente crisis de la economía mundial. Segundo, los datos también revelan que São Paulo y la Ciudad de México contienen clusteres importantes de servicios al productor lo que las hace nodos importantes para la organización y la gestión de cadenas productivas globales. Sin embargo, para una discusión de la posición de América Latina en la centralidad de la economía mundial es clave comprender que los actores del poder organizativo y globalizador de sus ciudades en muchos casos son oficinas locales de empresas globales. Por eso se puede concluir que la centralidad que algunas ciudades latinoamericanas tienen en la economía mundial resulta de sus relaciones exógenas más que de su potencia endógena"
"EconomiaUNAM",2015,"12-35","Orígenes y evolución de la política fiscal militar postkeynesiana en Estados Unidos","La economía estadounidense durante la llamada “Era Dorada” después de la Segunda Guerra Mundial y hasta fines del año 1971, mostró sus capacidades en cuanto a la estabilidad macroeconómico —recesiones breves y poco profundas— y crecimiento fuerte, con retornos compartidos entre la clase trabajadora, una creciente clase media y los dueños de capital. Ni en aquel entonces ni en la actualidad ha sido tomado en gran medida el papel clave de los gastos militares en esta dinámica que alcanzaron —inclusive con los efectos multiplicadores inducidos— a veces alrededor de veinticinco % del pib. En este trabajo analizamos los orígenes del llamado “Keynesianismo militar” durante la época dorada, destacando el papel protagonista de Leon Keyserling, un postkeynesiano poco reconocido, que fue una fuerza detrás de la cortina para convertir la teoría Keynesiana en una política macroeconómica consistente con el matriz institucional norteamericana con alcance suficiente para promover condiciones seculares del pleno empleo. Con cierta audacia, en un momento dado la resonancia socioeconómica del documento fundacional conocido como “NSC-68” promulgado por “Estado de Seguridad Nacional” —el Estado dentro del Estado— Keyserling desafió, exitosamente, la supuesta “ley” neoclásico de cañones o mantequilla."
"EconomiaUNAM",2015,"12-35","Crisis de la zona euro: fallas estructurales y políticas de austeridad","El presente artículo tiene por objetivo discutir las causas de crisis de la zona euro y cuestionar las políticas de austeridad que se promueven como única salida a la crisis. Enfatiza que la crisis de la deuda soberana se explica por las fallas de la concepción institucional del proyecto de integración europea y no, como se argumenta, por un exceso fiscal que llevo a un nivel de endeudamiento público insostenible. Discute la racionalidad que subyace a las políticas de austeridad y pone en evidencia que, lejos de ser una solución a la crisis, sólo agravan el problema. Concluye que para salir de la crisis es necesario realizar un proceso de integración económica y política diferente que, entre otras cosas, conforme un Estado europeo correctamente constituido."
"EconomiaUNAM",2015,"12-35","Transferencias e impuesto predial en México","Este artículo explora los efectos de las transferencias fiscales –condicionadas e incondicionadas– en la recaudación del impuesto predial en México, basándose en los datos de los municipios, entre 1993 y 2008. Es un modelo teórico simple que predice un efecto negativo de las transferencias sobre esta fuente de ingresos local. Se emplean técnicas econométricas como datos de panel y el método de estimación GMM de endogeneidad correcta. Los resultados muestran que las transferencias condicionadas generan mayor impacto negativo en la recaudación del impuesto a la propiedad"
"EconomiaUNAM",2015,"12-34","Quince años de integración monetaria en Europa","Se evalúa la experiencia de la zona euro después de quince años de existencia y de la crisis de deuda. Se resaltan tanto los beneficios como los problemas que la introducción del euro ha traído a los países participantes y se consideran las perspectivas de la zona. Se revisan algunos antecedentes históricos de la unión, se discuten sus beneficios, en términos de colocación en el sistema monetario internacional y de implementación de la política monetaria, y se analizan las soluciones adoptadas y se señalan las perspectivas para la zona"
"EconomiaUNAM",2015,"12-34","Consideraciones en torno a la crisis contemporanea","La economía mundial esta en crisis, y hay consecuencias devastadora, así como síntomas evidentes de que los problemas para la población no estan resueltos, solo disimulados por décadas de deuda. La fuente fundamental de la crisis actual es la pérdida de vitalidad continua de las economías capitalistas avanzadas. El neoliberalismo, construido sobre la financiarización, la desreglamentación y la mundialización, resultó muy frágil para encarara con éxito la crisis. Los resultados de esta política han sido desastrosos, el desempleo aumento y los efectos devastadores sobre la sociedad que se empobrece aceleradamente son una evidencia. La construcción europea progresivamente se encerró en una configuración institucional que giraba en torno de los principios neoliberales a tal grado que la doctrina cristalizada se volvió consubstancial a la estructura misma. La irracionalidad de las políticas públicas se aúna a los desastres de la finanza privada agregando recesión a la recesión. Al respecto se advierte que se pueden reglamentar las innovaciones y aumentar la transparencia, pero esto no cambiará nada, ya que es el mecanismo competitivo el que incita a los inversionistas a la ceguera. Una verdadera regulación tiene que apuntar a cuestionar la primacía acordada a los mercados financieros."
"EconomiaUNAM",2015,"12-34","Una aproximación a la actual crisis de deuda en España","En el presente artículo se realiza un análisis de la crisis de la deuda con base en las políticas económicas que se han estado aplicando y a los modelos teóricos sobre los que sustentan. Las políticas monetarias de objetivos de inflación y el papel pasivo de las políticas fiscales a las que van asociadas, han dado lugar a un modelo de crecimiento que ha propiciado los principales problemas que nos han llevado hasta la crisis actual. Las medidas que se están adoptando para salir de la crisis están agravando aún más el problema. Es necesario cambiar el modelo de crecimiento y aplicar políticas monetarias y fiscales coordinadas que activen la economía real"
"EconomiaUNAM",2015,"12-34","Los nuevos fetichismos en el capitalismo contemporáneo","Se resalta que hace falta construir un relectura de Marx en muchos de los temas centrales de su obra y se advierte que el problema de la economía política ha sido abandonado en casi todos los espacios de discusión académica planetaria, como si los procesos esenciales del capitalismo se hubiesen modificado o hasta desaparecido con la caída del viejo “bloque soviético”. El artículo propone retraer pasajes que mantienen plena vigencia del pensamiento marxista en el siglo xxi, a fin de tomarlos como puntos de partida para el re-análisis de cuestiones económicas y sociales, a las señalo como los nuevos fetichismos del capitalismo contemporáneo"
"EconomiaUNAM",2015,"12-34","El Gas de Lutitas (Shale Gas) en México. Recursos, explotación, usos, impactos","Los hechos y procesos energéticos se han acelerado, resultado en buena parte de innovaciones y avances tecnológicos, tal como ha sucedido en el campo del gas natural no convencional en Estados Unidos, creando expectativas sobre la posibilidad de replicar sus logros en otras latitudes. Precisamente, información proveniente del exterior ha colocado a México en un lugar importante en cuanto a la existencia en su territorio de importantes recursos prospectivos del gas de lutitas o shale gas. Con base en ello se ha dicho que esos recursos pueden contribuir a un mejor suministro energético e impactar favorablemente el desarrollo nacional y local. Reconociendo la importancia de los logros y realizaciones de Estados Unidos, analizados en el trabajo, no es posible sostener que se puede replicar la “revolución del shale gas”, producto de condiciones y factores técnicos, económicos, institucionales y organizativos específicos de ese país. Una estrategia para detonar la eventual explotación de esa fuente de energía exige un conocimiento profundo de la situación estructural de la industria del gas natural. También es necesario entender aspectos técnicos referentes a sus procesos de producción, ya que son indispensables para elaborar planteamientos económicos, organizativos y regulatorios. Es en un marco integral de políticas energéticas, ambientales y tecnológicas en donde debe analizarse y discutirse la posible explotación del shale gas por entidades públicas o privadas. De confirmarse la existencia de recursos técnica y económicamente recuperables y una vez estudiados exhaustivamente loscimpactos e implicaciones ambientales, es necesario además construir un marco regulatorio específico y las instituciones correspondientes que aseguren un adecuado desarrollo."
"EconomiaUNAM",2015,"12-34","Federalismo fiscal. Chiapas y Nuevo León: un análisis comparativo","El sistema federal mexicano que se diseñó a partir de los años ochenta no ha generado los resultados esperados, debido a que con el sistema de transferencias diseñado para este fin, ha generado una alta dependencia de los gobiernos locales, despilfarro y desvió de los recursos públicos, poca transparencia del gasto y mermas en el nivel el bienestar de los ciudadanos. Este resultado ha sido muy marcado en los Estados más pobres del país, dada la condición de ser entidades con mayores necesidades de gasto (niveles altos de pobreza) han recibido mayores niveles de transferencia que el promedio nacional. En el siguiente documento se hace un análisis comparativo de dos Entidades con características similares en población y territorio, pero que han tenido resultados divergentes en desarrollo económico y en consecuencia, en sus aportaciones al sistema federal mexicano"
"EconomiaUNAM",2014,"11-33","El desarrollo ayer y hoy: idea y utopía","El autor hace una reflexión en torno a las ocupaciones y preocupaciones de Raúl Prebischy de quienes dieron sentido histórico y actual al pensamiento latinoamericano.Tiene como eje el desarrollo, donde se resalta la evolución política del continente entorno a su idea, teoría y práctica. Muestra cómo la visión cepalina conserva un caráctercontemporáneo. Pero advierte que urge cimentar una visión que se propongaexplícitamente la construcción de estrategias inscritas en propósitos de renovacióncultural, redistribución social, ampliación democrática y cuidado estricto y creativodel entorno. Da un lugar destacado a la Economía Política del Desarrollo para quejunto con la Política reconfiguren el significado del interés general, alineados por objetivosde libertad, justicia y democracia. Asimismo señala que la conjunción de lademocracia y la economía con la globalización no ha sido, ni será, un viaje sencillo;pero hay que reasumir el cambio social, pues nos dice que cuando se da prioridad ala efectiva mejora de las condiciones de vida de la mayoría de la población, el crecimientose convierte en desarrollo. Pero este cambio no es espontáneo: Es fruto de laexpresión de una voluntad política."
"EconomiaUNAM",2014,"11-33","Los rezagos de la Politica Social","Los fenómenos de la concentración del ingreso y la riqueza, de la erosión de losmercados de trabajo, se traducen en desprotección de las poblaciones. Los pactossociales han quedado rotos, los salarios retroceden y los excedentes de la mano deobra persisten, se expresan en desempleo o informalidad, impidiendo que la políticasocial brinde seguridad indispensable a las sociedades y, al hacerlo, legitime laspolíticas de los gobiernos. A escala global y de los países comienza a ser tiempo decompletar o sustituir las viejas funciones armonizadoras de los mercados de trabajoentre economía y democracia. Y, al propio tiempo, de hacer que los gobiernos recobrenla capacidad de defender los intereses generales, despegándose de la defensade las elites. Se presentan algunas ideas de cambio de políticas, aunque todavía seesté lejos de la formulación de nuevos paradigmas sobre el orden socio-político universaly del interno de los países. Con todo ya va siendo hora de comenzar a plantearalternativas frente a desigualdades en ascenso y una crisis mundial casi interminable."
"EconomiaUNAM",2014,"11-33","El Salario Mínimo en México","Desde hace algunos años el salario mínimo ha sido el tema de debate importanteen los diarios económicos, revistas académicas, cámaras legislativas, asociacionespatronales y sindicatos tanto en los países desarrollados como en los países en desarrollo,incluido recientemente en México. Se ha vuelto a considerar al salario mínimocomo un instrumento legítimo y relevante de la política económica para promoverla igualdad y elevar el ingreso sobre todo para los trabajadores más pobres. Si biensigue la discusión sobre sus efectos en términos de empleo, informalidad e inflación,el documento destaca los varios puntos de coincidencia sobre el tema en México.En términos reales el salario mínimo mexicano, el más bajo en América Latina, hasufrido un agudo deterioro durante varias décadas al punto que su monto actual nocumple con las normas de la Constitución, y no proporciona a los trabajadores unaruta viable para salir de la pobreza, sobre todo cuando tome en cuenta la paridad delpoder adquisitivo. Hay consenso también en que es necesario desvincular al salariomínimo como referencia de múltiples transacciones ajenas al ámbito laboral."
"EconomiaUNAM",2014,"11-33","Salarios mínimos: desigualdad y desarrollo","Se analiza la evolución de los salarios mínimos en México durante las últimas décadasy se muestra su impacto en el crecimiento y en el empleo. Se señala que alrededor de40% de la población mexicana está en esa condiciones de pobreza por razones laboralesy el autor muestra cómo la caída del salario mínimo ha ido al parejo del conjuntode los salarios. Ello se refleja en la concentración del ingreso y en su distribución.Por lo tanto sostiene que los salarios mínimos han sido un indicador de cómo se hanmovido el conjunto de la estructura salarial: su aumento estimula una economía encrecimiento, mientras que su caída genera una economía en crisis. Mantener deprimidoel salario mínimo ha ahondado las brechas salariales y la desigualdad. Por ellosugiere un cambio en la política salarial, pues podría inducir una nueva dinámica enla que un crecimiento de la demanda interna incremente la productividad y los nivelesde empleo y de ingresos. Tal estrategia permitiría un mayor bienestar y una disminuciónefectiva de la pobreza y la desigualdad; y con ello se impactaría positivamenteen el nivel de vida de los trabajadores."
"EconomiaUNAM",2014,"11-33","Consideraciones sobre la Reforma de la Industria Petrolera en México","La reforma energética significa un cambio de paradigma. Su esencia es la aperturajurídica e institucional, casi irrestricta, a la inversión privada, el repliegue enlas funciones de exclusividad del Estado y la reducción del ámbito de soberaníade la Nación sobre los hidrocarburos. Sus impulsores dan por hecho una reacciónfavorable de la inversión privada, especialmente la extranjera, convergente ademáscon el interés nacional. Asumen, sin demostración o evidencia, salvo recurrira argumentos doctrinarios de mercado, que será posible maximizar la explotaciónde hidrocarburos, generar mayores ingresos del gobierno y revertir la tendencia decrecientedel excedente petrolero. Ante la atonía crónica de la capacidad instaladade refinación y de petroquímica, se acentúa el sesgo exportador de petróleo crudo,característico del sector energético mexicano durante las últimas tres décadas. Elnuevo paradigma petrolero así forjado constituye un retorno al prevaleciente haceun siglo, no muy diferente al de un enclave colonial primario exportador, soportadopor la expectativa de que la inversión extranjera directa permitirá fortalecer el horizontede explotación de los hidrocarburos."
"EconomiaUNAM",2014,"11-32","Desarrollo mundial evanescente","Con algunas diferencias menores en el mundo prevalecen dos estrategias paradigmáticascompatibles con el empuje de la globalización. Una está basada en la expansión delcrédito como sustituto de la inversión y del empleo en la tarea de armonizar oferta y demandaagregadas en cada país. La brecha resultante entre ambas variables, se cubre conimportaciones, creando desequilibrios en el comercio internacional y en su financiamiento.La segunda opción está diseñada para cubrir las deficiencias en la demanda interna, exportando,esto es, usando el poder de compra de otros países. Dichas estrategias tienenla evidente ventaja política de eludir por un tiempo difíciles cuestiones distributivas. En laactualidad, sin embargo, ambas se tornan obsoletas ante los cambios de circunstancias yante los desajustes mundiales atribuibles a su aplicación. Hay enormes desigualdades enla distribución de los beneficios del intercambio y también entre los recibidos por el capitaly el trabajo. Esos desajustes se traducen en disímbolos problemas políticos y económicosentre países y regiones que hacen difícil encontrar respuestas comunes, prontas, a lacrisis económica global y a la reconstrucción obligada del orden económico internacional."
"EconomiaUNAM",2014,"11-32","China: ¿motor o freno del crecimiento global?","Quizá con mayor atención de la que se otorga a cualquiera otra, la coyuntura económica de China se disecta —trimestre a trimestre, mes a mes y, casi, día a día. Este inusitado interés, que por cierto se explica con facilidad, no siempre contribuye a un mejor entendimiento de la contribución de esa economía, la segunda mayor en el mundo, al crecimiento global. Este texto discute tal coyuntura a principios de 2014 y atiende tanto a los factores internos— los objetivos y políticas del gobierno chino que inició sus funciones el año pasado —como a las circunstancias externas— aún determinadas en buena medida por las secuelas de la Gran Recesión. Sostiene que, por la vía de las importaciones y la inversión en el exterior, China seguirá actuando como uno de los factores de impulso de la actividad económica a escala mundial, quizá el más importante en lo que resta de este segundo decenio del siglo."
"EconomiaUNAM",2014,"11-32","Reformas estructurales de México en el sexenio de Felipe Calderón: la energética","La falta de instrumentación de la reforma energética aprobada por el Congreso mexicanoen noviembre de 2008 ejemplifica bien los intereses de la administración calderonistaen materia de reformas estructurales: se pusieron en práctica una serie de ajustes decarácter burocrático-administrativo incapaces de permitir a la industria petrolera revertir lacaída que se inició después de que el campo Cantarell alcanzó su tope de producción, afines de 2004. Frente a esa emergencia, se mantuvieron muy elevadas las exportacionesde crudo al tiempo que no se instrumentó el mandato de la reforma energética: reducciónde las importaciones de productos petrolíferos y gas natural, edificación de la refinería Bicentenario,pleno desarrollo del proyecto Aceite Terciario del Golfo, incorporación de losrecursos del mar profundo al rango de reservas probadas, dotación a Pemex de autonomíade gestión y financiera, puesta en circulación de Bonos Ciudadanos, impulso a las capacidadestecnológicas de la industria, y desarrollo de energías renovables. La consecuenciaevidente es el desgaste de las reformas estructurales de carácter sectorial, lo que haceprogresivamente más difícil su discusión e instrumentación futuras."
"EconomiaUNAM",2014,"11-32","Análisis coyuntural de la política fiscal en México 1993-2004","Este trabajo presenta un procedimiento metodológico, diseñado por Kalecki, explicadopor Szeworski, y adaptado al caso de la economía mexicana por Julio López Gallardo,que identifica el papel que el sector estatal desempeña en las coyunturas económicas.El procedimiento clasifica el gasto gubernamental en distintas categorías de acuerdo consus fuentes de financiamiento y permite distinguir su efecto en la actividad económica.Esta metodología se aplicó al estudio de la economía mexicana entre 1993 y 2004; enparticular, del desempeño fiscal durante las coyunturas económicas, observadas en losaños 1995 y 2001. Los resultados que derivan de la aplicación del método de análisisdel gasto gubernamental muestran que la intervención gubernamental se alteró, en ambosepisodios, y resultó un componente notorio para la reanimación de la actividad económica."
"EconomiaUNAM",2014,"11-32","Redes de produccción y dinámica territorial en Guadalajara","El presente artículo analiza la dinámica territorial de Guadalajara tomado como base teóricauna variante del concepto de red de conocimiento: el ecosistema productivo. La reestructuraciónterritorial de actividades que comenzó a experimentarse en la década de1980 en esa localidad se aceleró en la década del 2000, comandada por filiales de empresasglobales de diseño y prueba de producto. En torno a ellas se ha establecido unared embrionaria que interrelaciona las empresas líderes con los centros de educaciónsuperior y otros agentes empresariales y no empresariales de la región. Se comparan brevementelos modelos de organización empresarial conformados antes y después de la reorganización,señalando los cambios en la dinámica territorial. Se presta especial atencióna la demanda de trabajadores del conocimiento (ingenieros con formación en las tics) quegeneran las filiales de las grandes empresas extranjeras que inician actividades de mayorcontenido tecnológico, entre los que sobresalen el software embebido para la industriaautomotriz (fireware o software embebido). Un tipo específico de activismo colectivo permitióreposicionar a Guadalajara con cierto éxito en las redes globales de produccióne incentivó el desarrollo de capacidades locales en esas actividades. Este artículo estábasado en investigación de campo y enmarcado en bibliografía sobre subcontratacióninternacional, economía del conocimiento y aprendizaje tecnológico."
"EconomiaUNAM",2014,"11-32","Los bancos extranjeros en México: diversificación de actividades y su efecto en la estructura de ingresos","Este trabajo analiza los profundos cambios ocurridos en el sistema financiero y su impactoen las interrelaciones y el comportamiento de las familias, los mercados de capitales, laestructura bancaria y empresas no financieras. Se destaca que la financiarización modificóla estructura bancaria originando la conformación de corporaciones multinacionales degran tamaño que, a su vez, cambiaron las principales actividades de la banca, así como lafuente de su ingreso. El argumento central de este ensayo es que a pesar que las corporaciones multinacionalesse volvieron dominantes en los países en desarrollo y se diversificó la estructuray las actividades bancarias, en México las principales fuentes de ingresos de estas institucionesno se modificaron, o sea, continuaron proviniendo de los ingresos por concepto deintereses. Se argumenta que ello se explica por las estructuras oligopólicas que dominanalguna actividades bancarias (sin afectar al conjunto de las operaciones); las cuales sehan mantenido como la principal fuente de ingresos para las instituciones bancarias, sinque la dominación de las corporaciones multinacionales haya modificado la fuente deingresos de los principales bancos que operan en México."
"EconomiaUNAM",2014,"11-31","Más allá de la crisis: al rescate del desarrollo","Propone hacer una profunda reflexión sobre el desarrollo tanto como proyecto humano, como construcción social, donde se considere a la política, la cultura, y a las acciones y decisiones del poder del Estado y así poder avanzar en el desafío de superar las condiciones de pobreza y desigualdad. Señala nuevas formas de insertarse en la globalización, mediante una configuraciones del Estado y de sus capacidades de intervención, regulación y rectoría económica. Advierte que se requiere cambiar de enfoques y maneras de actuar desde la sociedad sobre la economía y contra el discurso convencional que reclama su reconocimiento como pensamiento único. Plantea que frente a los frenéticos cambios globales se requiere hacer un replanteamiento estratégico del Estado para revigorizar su accionar y así favorecer el cambio hacia el desarrollo económico con democracia y con equidad social"
"EconomiaUNAM",2014,"11-31","Incidencia del tlcan y de los acuerdos de protección a la inversión extranjera sobre las relaciones de México con la Unión Europea","Este artículo analiza cómo el tlcan ha impactado las relaciones transatlánticas de México con la Unión Europea a raíz de la instrumentación del Acuerdo Global (2000) y de los Acuerdos Bilaterales de Protección a la Inversión Extranjera celebrados entre México y algún país comunitario desde 1995. La hipótesis que guía este trabajo considera que en los últimos 13 años las relaciones transatlánticas de México han experimentado una relativa fragilización debido al menos a dos aspectos: uno estaría relacionado con las consecuencias de la adopción del nafta Parity en el Acuerdo Global la cual tuvo como consecuencia la utilización de México como una suerte de plataforma para redireccionar parte de bienes y capital europeos al mercado estadounidense. Un segundo hecho que fortalece nuestro análisis, es el impacto que ha producido el Acuerdo de Lisboa (2009) sobre el debate comunitario respecto a la validez y pertinencia de los mecanismos de solución de disputa en materia de inversión al que comúnmente recurren las empresas comunitarias en contra de gobiernos no-comunitarios, amparados en un bit/appris. Este aspecto se ha convertido en un argumento de peso en las estrategias de inversión de las compañías europeas en México y en América Latina, entre otras regiones"
"EconomiaUNAM",2014,"11-31","Rodrigo Gómez: Una Banca Central para el Desarrollo","Rodrigo Gómez fue un protagonista relevante de la historia económica de México del siglo xx. A través de su vida intelectual y profesional como Director General del Banco de México (1952 a 1970) se puede conocer la experiencia histórica y los principios de una banca central, cuya preocupación fue el desarrollo y el bienestar de la población, no sólo la estabilidad de precios. Conocimiento histórico que confronta nuestro presente, en el que prevalece una banca central desocupada de los problemas del desarrollo y crecimiento, con el único propósito de la estabilidad de los precios"
"EconomiaUNAM",2014,"11-31","La irrupción de China en el tlcan: efectos sobre el comercio intra-industrial de México","Una de las tendencias más intensas del proceso de globalización en curso es el desarrollo del comercio intra-industrial, que transcurre ajeno al marco interpretativo tradicional. Este trabajo se centra en el análisis reciente de este fenómeno en el caso particular de México, en el contexto de su incorporación al Tratado de Libre Comercio de América del Norte (tlcan), en donde la estructura productiva de los países involucrados ha cambiado significativamente a partir de la apertura comercial y se ha acomodado según las características o condiciones específicas de cada país. En el caso de México se observa que la importancia del comercio exterior representa cerca de dos tercios del producto (el doble de 1990), cambiando de manera significativa la composición de las exportaciones. En este contexto aparecen fenómenos como el comercio intra-industrial e intra-firma, que revelan la internacionalización de las cadenas productivas. Sin embargo, China se ha convertido en un actor importante en el comercio mundial y la región de América del Norte no ha sido una excepción. De hecho, China ha irrumpido con fuerza en el área del tlcan, aumentando su importancia como proveedor de mercancías, a pesar de no haber firmado ningún tratado comercial con estos países. En este trabajo se analiza el sentido y la profundidad de estas tendencias así como su impacto en la inserción intra-industrial de México"
